,movieId,title,year,genres,genre1,genre2,genre3,genre4,genre5
118,128,Jupiter's Wife (1994),1994,Documentary,Documentary,,,,
119,131,Frankie Starlight (1995),1995,Drama|Romance,Drama,Romance,,,
120,132,Jade (1995),1995,Thriller,Thriller,,,,
121,134,Sonic Outlaws (1995),1995,Documentary,Documentary,,,,
122,135,Down Periscope (1996),1996,Comedy,Comedy,,,,
123,136,From the Journals of Jean Seberg (1995),1995,Documentary,Documentary,,,,
124,137,Man of the Year (1995),1995,Documentary,Documentary,,,,
125,138,"Neon Bible, The (1995)",1995,Drama,Drama,,,,
126,140,Up Close and Personal (1996),1996,Drama|Romance,Drama,Romance,,,
127,141,"Birdcage, The (1996)",1996,Comedy,Comedy,,,,
128,144,"Brothers McMullen, The (1995)",1995,Comedy,Comedy,,,,
129,145,Bad Boys (1995),1995,Action|Comedy|Crime|Drama|Thriller,Action,Comedy,Crime,Drama,Thriller
130,146,"Amazing Panda Adventure, The (1995)",1995,Adventure|Children,Adventure,Children,,,
131,147,"Basketball Diaries, The (1995)",1995,Drama,Drama,,,,
132,148,"Awfully Big Adventure, An (1995)",1995,Drama,Drama,,,,
133,149,Amateur (1994),1994,Crime|Drama|Thriller,Crime,Drama,Thriller,,
134,150,Apollo 13 (1995),1995,Adventure|Drama|IMAX,Adventure,Drama,IMAX,,
135,151,Rob Roy (1995),1995,Action|Drama|Romance|War,Action,Drama,Romance,War,
136,152,"Addiction, The (1995)",1995,Drama|Horror,Drama,Horror,,,
137,153,Batman Forever (1995),1995,Action|Adventure|Comedy|Crime,Action,Adventure,Comedy,Crime,
139,155,Beyond Rangoon (1995),1995,Adventure|Drama|War,Adventure,Drama,War,,
140,156,Blue in the Face (1995),1995,Comedy|Drama,Comedy,Drama,,,
141,157,Canadian Bacon (1995),1995,Comedy|War,Comedy,War,,,
142,158,Casper (1995),1995,Adventure|Children,Adventure,Children,,,
143,159,Clockers (1995),1995,Crime|Drama|Mystery,Crime,Drama,Mystery,,
144,160,Congo (1995),1995,Action|Adventure|Mystery|Sci-Fi,Action,Adventure,Mystery,Sci-Fi,
145,161,Crimson Tide (1995),1995,Drama|Thriller|War,Drama,Thriller,War,,
146,162,Crumb (1994),1994,Documentary,Documentary,,,,
147,163,Desperado (1995),1995,Action|Romance|Western,Action,Romance,Western,,
148,164,Devil in a Blue Dress (1995),1995,Crime|Film-Noir|Mystery|Thriller,Crime,Film-Noir,Mystery,Thriller,
149,165,Die Hard: With a Vengeance (1995),1995,Action|Crime|Thriller,Action,Crime,Thriller,,
150,166,"Doom Generation, The (1995)",1995,Comedy|Crime|Drama,Comedy,Crime,Drama,,
151,168,First Knight (1995),1995,Action|Drama|Romance,Action,Drama,Romance,,
152,169,Free Willy 2: The Adventure Home (1995),1995,Adventure|Children|Drama,Adventure,Children,Drama,,
153,170,Hackers (1995),1995,Action|Adventure|Crime|Thriller,Action,Adventure,Crime,Thriller,
154,171,Jeffrey (1995),1995,Comedy|Drama,Comedy,Drama,,,
155,172,Johnny Mnemonic (1995),1995,Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,
156,173,Judge Dredd (1995),1995,Action|Crime|Sci-Fi,Action,Crime,Sci-Fi,,
157,174,Jury Duty (1995),1995,Comedy,Comedy,,,,
158,175,Kids (1995),1995,Drama,Drama,,,,
159,176,Living in Oblivion (1995),1995,Comedy,Comedy,,,,
160,177,Lord of Illusions (1995),1995,Horror,Horror,,,,
161,178,Love & Human Remains (1993),1993,Comedy|Drama,Comedy,Drama,,,
162,179,Mad Love (1995),1995,Drama|Romance,Drama,Romance,,,
163,180,Mallrats (1995),1995,Comedy|Romance,Comedy,Romance,,,
164,181,Mighty Morphin Power Rangers: The Movie (1995),1995,Action|Children,Action,Children,,,
165,182,Moonlight and Valentino (1995),1995,Drama|Romance,Drama,Romance,,,
166,183,Mute Witness (1994),1994,Comedy|Horror|Thriller,Comedy,Horror,Thriller,,
167,184,Nadja (1994),1994,Drama,Drama,,,,
168,185,"Net, The (1995)",1995,Action|Crime|Thriller,Action,Crime,Thriller,,
169,186,Nine Months (1995),1995,Comedy|Romance,Comedy,Romance,,,
170,187,Party Girl (1995),1995,Comedy,Comedy,,,,
171,188,"Prophecy, The (1995)",1995,Fantasy|Horror|Mystery,Fantasy,Horror,Mystery,,
172,189,Reckless (1995),1995,Comedy|Fantasy,Comedy,Fantasy,,,
173,190,Safe (1995),1995,Thriller,Thriller,,,,
174,191,"Scarlet Letter, The (1995)",1995,Drama|Romance,Drama,Romance,,,
175,193,Showgirls (1995),1995,Drama,Drama,,,,
176,194,Smoke (1995),1995,Comedy|Drama,Comedy,Drama,,,
177,195,Something to Talk About (1995),1995,Comedy|Drama|Romance,Comedy,Drama,Romance,,
178,196,Species (1995),1995,Horror|Sci-Fi,Horror,Sci-Fi,,,
179,198,Strange Days (1995),1995,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Action,Crime,Drama,Mystery,Sci-Fi
181,200,"Tie That Binds, The (1995)",1995,Thriller,Thriller,,,,
182,201,Three Wishes (1995),1995,Drama|Fantasy,Drama,Fantasy,,,
183,202,Total Eclipse (1995),1995,Drama|Romance,Drama,Romance,,,
184,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995,Comedy,Comedy,,,,
185,204,Under Siege 2: Dark Territory (1995),1995,Action,Action,,,,
186,205,Unstrung Heroes (1995),1995,Comedy|Drama,Comedy,Drama,,,
187,206,Unzipped (1995),1995,Documentary,Documentary,,,,
188,207,"Walk in the Clouds, A (1995)",1995,Drama|Romance,Drama,Romance,,,
189,208,Waterworld (1995),1995,Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,
190,209,White Man's Burden (1995),1995,Drama,Drama,,,,
191,210,Wild Bill (1995),1995,Western,Western,,,,
192,211,"Browning Version, The (1994)",1994,Drama,Drama,,,,
193,212,Bushwhacked (1995),1995,Adventure|Comedy|Crime|Mystery,Adventure,Comedy,Crime,Mystery,
194,213,Burnt by the Sun (1994),1994,Drama,Drama,,,,
195,214,Before the Rain (1994),1994,Drama|War,Drama,War,,,
196,215,Before Sunrise (1995),1995,Drama|Romance,Drama,Romance,,,
197,216,Billy Madison (1995),1995,Comedy,Comedy,,,,
198,217,"Babysitter, The (1995)",1995,Drama|Thriller,Drama,Thriller,,,
199,218,Boys on the Side (1995),1995,Comedy|Drama,Comedy,Drama,,,
200,219,"Cure, The (1995)",1995,Drama,Drama,,,,
201,220,Castle Freak (1995),1995,Horror,Horror,,,,
202,222,Circle of Friends (1995),1995,Drama|Romance,Drama,Romance,,,
203,223,Clerks (1994),1994,Comedy,Comedy,,,,
204,224,Don Juan DeMarco (1995),1995,Comedy|Drama|Romance,Comedy,Drama,Romance,,
205,225,Disclosure (1994),1994,Drama|Thriller,Drama,Thriller,,,
206,227,Drop Zone (1994),1994,Action|Thriller,Action,Thriller,,,
207,229,Death and the Maiden (1994),1994,Drama|Thriller,Drama,Thriller,,,
208,230,Dolores Claiborne (1995),1995,Drama|Thriller,Drama,Thriller,,,
209,231,Dumb & Dumber (Dumb and Dumber) (1994),1994,Adventure|Comedy,Adventure,Comedy,,,
210,232,Eat Drink Man Woman (1994),1994,Comedy|Drama|Romance,Comedy,Drama,Romance,,
211,233,Exotica (1994),1994,Drama,Drama,,,,
212,234,Exit to Eden (1994),1994,Comedy,Comedy,,,,
213,235,Ed Wood (1994),1994,Comedy|Drama,Comedy,Drama,,,
214,236,French Kiss (1995),1995,Action|Comedy|Romance,Action,Comedy,Romance,,
215,237,Forget Paris (1995),1995,Comedy|Romance,Comedy,Romance,,,
216,238,Far From Home: The Adventures of Yellow Dog (1995),1995,Adventure|Children,Adventure,Children,,,
217,239,"Goofy Movie, A (1995)",1995,Animation|Children|Comedy|Romance,Animation,Children,Comedy,Romance,
218,240,Hideaway (1995),1995,Thriller,Thriller,,,,
219,241,Fluke (1995),1995,Children|Drama,Children,Drama,,,
220,242,Farinelli: il castrato (1994),1994,Drama|Musical,Drama,Musical,,,
221,243,Gordy (1995),1995,Children|Comedy|Fantasy,Children,Comedy,Fantasy,,
222,244,Gumby: The Movie (1995),1995,Animation|Children,Animation,Children,,,
223,245,"Glass Shield, The (1994)",1994,Crime|Drama,Crime,Drama,,,
224,246,Hoop Dreams (1994),1994,Documentary,Documentary,,,,
225,247,Heavenly Creatures (1994),1994,Crime|Drama,Crime,Drama,,,
226,248,Houseguest (1994),1994,Comedy,Comedy,,,,
227,249,Immortal Beloved (1994),1994,Drama|Romance,Drama,Romance,,,
228,250,Heavyweights (Heavy Weights) (1995),1995,Children|Comedy,Children,Comedy,,,
229,251,"Hunted, The (1995)",1995,Action,Action,,,,
230,252,I.Q. (1994),1994,Comedy|Romance,Comedy,Romance,,,
231,253,Interview with the Vampire: The Vampire Chronicles (1994),1994,Drama|Horror,Drama,Horror,,,
232,254,Jefferson in Paris (1995),1995,Drama,Drama,,,,
233,255,"Jerky Boys, The (1995)",1995,Comedy,Comedy,,,,
234,256,Junior (1994),1994,Comedy|Sci-Fi,Comedy,Sci-Fi,,,
235,257,Just Cause (1995),1995,Mystery|Thriller,Mystery,Thriller,,,
236,258,"Kid in King Arthur's Court, A (1995)",1995,Adventure|Children|Comedy|Fantasy|Romance,Adventure,Children,Comedy,Fantasy,Romance
237,259,Kiss of Death (1995),1995,Crime|Drama|Thriller,Crime,Drama,Thriller,,
239,261,Little Women (1994),1994,Drama,Drama,,,,
240,262,"Little Princess, A (1995)",1995,Children|Drama,Children,Drama,,,
241,263,Ladybird Ladybird (1994),1994,Drama,Drama,,,,
242,264,"Enfer, L' (1994)",1994,Drama,Drama,,,,
243,265,Like Water for Chocolate (1992),1992,Drama|Fantasy|Romance,Drama,Fantasy,Romance,,
244,266,Legends of the Fall (1994),1994,Drama|Romance|War|Western,Drama,Romance,War,Western,
245,267,Major Payne (1995),1995,Comedy,Comedy,,,,
246,268,Little Odessa (1994),1994,Crime|Drama,Crime,Drama,,,
247,269,My Crazy Life (Mi vida loca) (1993),1993,Drama,Drama,,,,
248,270,Love Affair (1994),1994,Drama|Romance,Drama,Romance,,,
249,271,Losing Isaiah (1995),1995,Drama,Drama,,,,
250,272,"Madness of King George, The (1994)",1994,Comedy|Drama,Comedy,Drama,,,
251,273,Mary Shelley's Frankenstein (Frankenstein) (1994),1994,Drama|Horror|Sci-Fi,Drama,Horror,Sci-Fi,,
252,274,Man of the House (1995),1995,Comedy,Comedy,,,,
253,275,Mixed Nuts (1994),1994,Comedy,Comedy,,,,
254,276,Milk Money (1994),1994,Comedy|Romance,Comedy,Romance,,,
255,277,Miracle on 34th Street (1994),1994,Drama,Drama,,,,
256,278,Miami Rhapsody (1995),1995,Comedy,Comedy,,,,
257,279,My Family (1995),1995,Drama,Drama,,,,
258,280,Murder in the First (1995),1995,Drama|Thriller,Drama,Thriller,,,
259,281,Nobody's Fool (1994),1994,Comedy|Drama|Romance,Comedy,Drama,Romance,,
260,282,Nell (1994),1994,Drama,Drama,,,,
261,283,New Jersey Drive (1995),1995,Crime|Drama,Crime,Drama,,,
262,285,Beyond Bedlam (1993),1993,Drama|Horror,Drama,Horror,,,
263,287,Nina Takes a Lover (1994),1994,Comedy|Romance,Comedy,Romance,,,
264,288,Natural Born Killers (1994),1994,Action|Crime|Thriller,Action,Crime,Thriller,,
265,289,Only You (1994),1994,Comedy|Romance,Comedy,Romance,,,
266,290,Once Were Warriors (1994),1994,Crime|Drama,Crime,Drama,,,
267,291,Poison Ivy II (1996),1996,Drama|Thriller,Drama,Thriller,,,
268,292,Outbreak (1995),1995,Action|Drama|Sci-Fi|Thriller,Action,Drama,Sci-Fi,Thriller,
269,293,Lion: The Professional (1994),1994,Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,
270,294,"Perez Family, The (1995)",1995,Comedy|Romance,Comedy,Romance,,,
271,295,"Pyromaniac's Love Story, A (1995)",1995,Comedy|Romance,Comedy,Romance,,,
272,296,Pulp Fiction (1994),1994,Comedy|Crime|Drama|Thriller,Comedy,Crime,Drama,Thriller,
273,297,Panther (1995),1995,Drama,Drama,,,,
274,298,Pushing Hands (1992),1992,Drama,Drama,,,,
275,299,Priest (1994),1994,Drama,Drama,,,,
276,300,Quiz Show (1994),1994,Drama,Drama,,,,
277,301,Picture Bride (1994),1994,Drama|Romance,Drama,Romance,,,
278,302,Queen Margot (1994),1994,Drama|Romance,Drama,Romance,,,
279,303,"Quick and the Dead, The (1995)",1995,Action|Thriller|Western,Action,Thriller,Western,,
280,304,Roommates (1995),1995,Comedy|Drama,Comedy,Drama,,,
281,305,Ready to Wear (Pret-A-Porter) (1994),1994,Comedy,Comedy,,,,
282,306,Three Colors: Red (1994),1994,Drama,Drama,,,,
283,307,Three Colors: Blue (1993),1993,Drama,Drama,,,,
284,308,Three Colors: White (1994),1994,Comedy|Drama,Comedy,Drama,,,
285,309,"Red Firecracker, Green Firecracker (1994)",1994,Drama,Drama,,,,
286,310,Rent-a-Kid (1995),1995,Comedy,Comedy,,,,
287,312,Stuart Saves His Family (1995),1995,Comedy,Comedy,,,,
288,313,"Swan Princess, The (1994)",1994,Animation|Children,Animation,Children,,,
289,314,"Secret of Roan Inish, The (1994)",1994,Children|Drama|Fantasy|Mystery,Children,Drama,Fantasy,Mystery,
290,315,"Specialist, The (1994)",1994,Action|Drama|Thriller,Action,Drama,Thriller,,
291,316,Stargate (1994),1994,Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,
292,317,"Santa Clause, The (1994)",1994,Comedy|Drama|Fantasy,Comedy,Drama,Fantasy,,
293,318,"Shawshank Redemption, The (1994)",1994,Crime|Drama,Crime,Drama,,,
294,319,Shallow Grave (1994),1994,Comedy|Drama|Thriller,Comedy,Drama,Thriller,,
295,320,Suture (1993),1993,Film-Noir|Thriller,Film-Noir,Thriller,,,
296,321,Strawberry and Chocolate (1993),1993,Drama,Drama,,,,
297,322,Swimming with Sharks (1995),1995,Comedy|Drama,Comedy,Drama,,,
298,324,"Sum of Us, The (1994)",1994,Comedy|Drama,Comedy,Drama,,,
299,325,National Lampoon's Senior Trip (1995),1995,Comedy,Comedy,,,,
300,326,To Live (1994),1994,Drama,Drama,,,,
301,327,Tank Girl (1995),1995,Action|Comedy|Sci-Fi,Action,Comedy,Sci-Fi,,
302,328,Tales from the Crypt Presents: Demon Knight (1995),1995,Horror|Thriller,Horror,Thriller,,,
303,329,Star Trek: Generations (1994),1994,Adventure|Drama|Sci-Fi,Adventure,Drama,Sci-Fi,,
304,330,Tales from the Hood (1995),1995,Action|Crime|Horror,Action,Crime,Horror,,
305,331,Tom & Viv (1994),1994,Drama,Drama,,,,
306,332,Village of the Damned (1995),1995,Horror|Sci-Fi,Horror,Sci-Fi,,,
307,333,Tommy Boy (1995),1995,Comedy,Comedy,,,,
308,334,Vanya on 42nd Street (1994),1994,Drama,Drama,,,,
309,335,Underneath (1995),1995,Mystery|Thriller,Mystery,Thriller,,,
310,336,"Walking Dead, The (1995)",1995,Drama|War,Drama,War,,,
311,337,What's Eating Gilbert Grape (1993),1993,Drama,Drama,,,,
312,338,Virtuosity (1995),1995,Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,
313,339,While You Were Sleeping (1995),1995,Comedy|Romance,Comedy,Romance,,,
314,340,"War, The (1994)",1994,Adventure|Drama|War,Adventure,Drama,War,,
315,341,Double Happiness (1994),1994,Drama,Drama,,,,
316,342,Muriel's Wedding (1994),1994,Comedy,Comedy,,,,
317,343,"Baby-Sitters Club, The (1995)",1995,Children,Children,,,,
318,344,Ace Ventura: Pet Detective (1994),1994,Comedy,Comedy,,,,
319,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994,Comedy|Drama,Comedy,Drama,,,
320,346,Backbeat (1993),1993,Drama|Musical,Drama,Musical,,,
321,347,Bitter Moon (1992),1992,Drama|Film-Noir|Romance,Drama,Film-Noir,Romance,,
322,348,Bullets Over Broadway (1994),1994,Comedy,Comedy,,,,
323,349,Clear and Present Danger (1994),1994,Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,
324,350,"Client, The (1994)",1994,Drama|Mystery|Thriller,Drama,Mystery,Thriller,,
325,351,"Corrina, Corrina (1994)",1994,Comedy|Drama|Romance,Comedy,Drama,Romance,,
326,352,Crooklyn (1994),1994,Comedy|Drama,Comedy,Drama,,,
327,353,"Crow, The (1994)",1994,Action|Crime|Fantasy|Thriller,Action,Crime,Fantasy,Thriller,
328,354,Cobb (1994),1994,Drama,Drama,,,,
329,355,"Flintstones, The (1994)",1994,Children|Comedy|Fantasy,Children,Comedy,Fantasy,,
330,356,Forrest Gump (1994),1994,Comedy|Drama|Romance|War,Comedy,Drama,Romance,War,
331,357,Four Weddings and a Funeral (1994),1994,Comedy|Romance,Comedy,Romance,,,
332,358,Higher Learning (1995),1995,Drama,Drama,,,,
333,360,I Love Trouble (1994),1994,Action|Comedy,Action,Comedy,,,
334,361,It Could Happen to You (1994),1994,Comedy|Drama|Romance,Comedy,Drama,Romance,,
335,362,"Jungle Book, The (1994)",1994,Adventure|Children|Romance,Adventure,Children,Romance,,
336,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",1993,Documentary,Documentary,,,,
337,364,"Lion King, The (1994)",1994,Adventure|Animation|Children|Drama|Musical|IMAX,Adventure,Animation,Children,Drama,Musical
338,365,Little Buddha (1993),1993,Drama,Drama,,,,
339,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",1994,Drama|Horror|Mystery|Thriller,Drama,Horror,Mystery,Thriller,
340,367,"Mask, The (1994)",1994,Action|Comedy|Crime|Fantasy,Action,Comedy,Crime,Fantasy,
341,368,Maverick (1994),1994,Adventure|Comedy|Western,Adventure,Comedy,Western,,
342,369,Mrs. Parker and the Vicious Circle (1994),1994,Drama,Drama,,,,
343,370,Naked Gun 33 1/3: The Final Insult (1994),1994,Action|Comedy,Action,Comedy,,,
344,371,"Paper, The (1994)",1994,Comedy|Drama,Comedy,Drama,,,
345,372,Reality Bites (1994),1994,Comedy|Drama|Romance,Comedy,Drama,Romance,,
